,L1_orig,L2_orig,L3_orig,tuple_orig,count_orig,L1_edit,L2_edit,L3_edit
547,-1,Kpasa,Ghana,"('-1', 'Kpasa', 'Ghana')",1,,,
548,-1,Kpowelin,Liberia,"('-1', 'Kpowelin', 'Liberia')",1,,,
549,-1,Kraboa Coaltar,Ghana,"('-1', 'Kraboa Coaltar', 'Ghana')",1,,,
550,-1,Kripan,South Africa,"('-1', 'Kripan', 'South Africa')",1,,,
551,-1,Kristalspruit,South Africa,"('-1', 'Kristalspruit', 'South Africa')",1,,,
552,-1,Krobo Odumase,Ghana,"('-1', 'Krobo Odumase', 'Ghana')",1,,,
553,-1,Krone On Sea,Ghana,"('-1', 'Krone On Sea', 'Ghana')",1,,,
554,-1,Kubur William,South Sudan,"('-1', 'Kubur William', 'South Sudan')",1,,,
555,-1,Kugihuha,Democratic Republic Of The Congo,"('-1', 'Kugihuha', 'Democratic Republic Of The Congo')",1,,,
556,-1,Kuje,Nigeria,"('-1', 'Kuje', 'Nigeria')",1,,,
557,-1,Kuna,Ghana,"('-1', 'Kuna', 'Ghana')",1,,,
558,-1,Kutus,Kenya,"('-1', 'Kutus', 'Kenya')",1,,,
559,-1,Kwahu Abetifi,Ghana,"('-1', 'Kwahu Abetifi', 'Ghana')",1,,,
560,-1,Kwahu Mpraeso,Ghana,"('-1', 'Kwahu Mpraeso', 'Ghana')",1,,,
561,-1,Kwamaiko,Kenya,"('-1', 'Kwamaiko', 'Kenya')",1,,,
562,-1,Kwamashu,South Africa,"('-1', 'Kwamashu', 'South Africa')",1,,,
563,-1,Kwamawanda,South Africa,"('-1', 'Kwamawanda', 'South Africa')",1,,,
564,-1,Kwamekrom,Ghana,"('-1', 'Kwamekrom', 'Ghana')",1,,,
565,-1,Kwamo,Ghana,"('-1', 'Kwamo', 'Ghana')",1,,,
566,-1,Kwandebele,South Africa,"('-1', 'Kwandebele', 'South Africa')",1,,,
567,-1,Kwanza,Kenya,"('-1', 'Kwanza', 'Kenya')",1,,,
568,-1,Kwasimetem,Ghana,"('-1', 'Kwasimetem', 'Ghana')",1,,,
569,-1,Kwazulu Natal,South Africa,"('-1', 'Kwazulu Natal', 'South Africa')",1,,,
570,-1,Kwazulu Natal Enqhthu,South Africa,"('-1', 'Kwazulu Natal Enqhthu', 'South Africa')",1,,,
571,-1,Kwekwe,Zimbabwe,"('-1', 'Kwekwe', 'Zimbabwe')",1,,,
572,-1,Kwergen,South Sudan,"('-1', 'Kwergen', 'South Sudan')",1,,,
573,-1,Kyakatugu,Kenya,"('-1', 'Kyakatugu', 'Kenya')",1,,,
574,-1,Kyevie,Togo,"('-1', 'Kyevie', 'Togo')",1,,,
575,-1,La Nkwatanan Medina,Ghana,"('-1', 'La Nkwatanan Medina', 'Ghana')",1,,,
576,-1,Ladenburg,South Africa,"('-1', 'Ladenburg', 'South Africa')",1,,,
577,-1,Ladysmith,South Africa,"('-1', 'Ladysmith', 'South Africa')",2,,,
578,-1,Ladyvree,South Africa,"('-1', 'Ladyvree', 'South Africa')",1,,,
579,-1,Lama Kara,Togo,"('-1', 'Lama Kara', 'Togo')",1,,,
580,-1,Landimawe,Tanzania,"('-1', 'Landimawe', 'Tanzania')",1,,,
581,-1,Lanet,Kenya,"('-1', 'Lanet', 'Kenya')",1,,,
582,-1,Langi,Kenya,"('-1', 'Langi', 'Kenya')",1,,,
583,-1,Lante Gyan We,Ghana,"('-1', 'Lante Gyan We', 'Ghana')",1,,,
584,-1,Lartebiokorshie,Ghana,"('-1', 'Lartebiokorshie', 'Ghana')",1,,,
585,-1,Larteh,Ghana,"('-1', 'Larteh', 'Ghana')",1,,,
586,-1,Lawulani,Mozambique,"('-1', 'Lawulani', 'Mozambique')",1,,,
587,-1,Lekamba,Tanzania,"('-1', 'Lekamba', 'Tanzania')",1,,,
588,-1,Lekazi,South Africa,"('-1', 'Lekazi', 'South Africa')",1,,,
589,-1,Lekki,Nigeria,"('-1', 'Lekki', 'Nigeria')",2,,,
590,-1,Leo,Burkina Faso,"('-1', 'Leo', 'Burkina Faso')",1,,,
591,-1,Lephalele,South Africa,"('-1', 'Lephalele', 'South Africa')",1,,,
592,-1,Leribe Matlame,Lesotho,"('-1', 'Leribe Matlame', 'Lesotho')",1,,,
593,-1,Leroro,South Africa,"('-1', 'Leroro', 'South Africa')",1,,,
594,-1,Lethabong,South Africa,"('-1', 'Lethabong', 'South Africa')",1,,,
595,-1,Likoni,Kenya,"('-1', 'Likoni', 'Kenya')",1,,,
596,-1,Lindley,South Africa,"('-1', 'Lindley', 'South Africa')",1,,,
597,-1,Livingstone,Zambia,"('-1', 'Livingstone', 'Zambia')",1,,,
598,-1,Lobhengula West,Zimbabwe,"('-1', 'Lobhengula West', 'Zimbabwe')",1,,,
599,-1,Lombli,Sierra Leone,"('-1', 'Lombli', 'Sierra Leone')",1,,,
600,-1,Lorung'Osua,Kenya,"('-1', ""Lorung'Osua"", 'Kenya')",1,,,
601,-1,Lowergweru,Zimbabwe,"('-1', 'Lowergweru', 'Zimbabwe')",1,,,
602,-1,Luanda,Angola,"('-1', 'Luanda', 'Angola')",1,,,
603,-1,Luanda Lang'O,Kenya,"('-1', ""Luanda Lang'O"", 'Kenya')",1,,,
604,-1,Luandeti,Kenya,"('-1', 'Luandeti', 'Kenya')",1,,,
605,-1,Lubhuku,Eswatini,"('-1', 'Lubhuku', 'Eswatini')",1,,,
606,-1,Lububamshi,Democratic Republic Of The Congo,"('-1', 'Lububamshi', 'Democratic Republic Of The Congo')",2,,,
607,-1,Lubumbashi,Democratic Republic Of The Congo,"('-1', 'Lubumbashi', 'Democratic Republic Of The Congo')",1,,,
608,-1,Lugezi,Democratic Republic Of The Congo,"('-1', 'Lugezi', 'Democratic Republic Of The Congo')",1,,,
609,-1,Luhya,Kenya,"('-1', 'Luhya', 'Kenya')",3,,,
610,-1,Luo,Kenya,"('-1', 'Luo', 'Kenya')",2,,,
611,-1,Lupani,Zimbabwe,"('-1', 'Lupani', 'Zimbabwe')",1,,,
612,-1,Lusaka,Zambia,"('-1', 'Lusaka', 'Zambia')",1,,,
613,-1,Lusikisiki,South Africa,"('-1', 'Lusikisiki', 'South Africa')",1,,,
614,-1,Lutolo,Uganda,"('-1', 'Lutolo', 'Uganda')",2,,,
615,-1,Luveve,Zimbabwe,"('-1', 'Luveve', 'Zimbabwe')",1,,,
616,-1,Lwamondo,South Africa,"('-1', 'Lwamondo', 'South Africa')",1,,,
617,-1,Lwanda,Kenya,"('-1', 'Lwanda', 'Kenya')",1,,,
618,-1,Mabalane,Mozambique,"('-1', 'Mabalane', 'Mozambique')",1,,,
619,-1,Mabera-Kuria,Kenya,"('-1', 'Mabera-Kuria', 'Kenya')",1,,,
620,-1,Maboloko,South Africa,"('-1', 'Maboloko', 'South Africa')",1,,,
621,-1,Machazi,Mozambique,"('-1', 'Machazi', 'Mozambique')",1,,,
622,-1,Machel Village,Mozambique,"('-1', 'Machel Village', 'Mozambique')",1,,,
623,-1,Machine,Kenya,"('-1', 'Machine', 'Kenya')",1,,,
624,-1,Madibong,South Africa,"('-1', 'Madibong', 'South Africa')",1,,,
625,-1,Madina,Ghana,"('-1', 'Madina', 'Ghana')",20,,,
626,-1,Madina Area In Bimbila,Ghana,"('-1', 'Madina Area In Bimbila', 'Ghana')",1,,,
627,-1,Madziba,Zimbabwe,"('-1', 'Madziba', 'Zimbabwe')",1,,,
628,-1,Mafakatini,South Africa,"('-1', 'Mafakatini', 'South Africa')",1,,,
629,-1,Mafeteng,Lesotho,"('-1', 'Mafeteng', 'Lesotho')",1,,,
630,-1,Magadga,Democratic Republic Of The Congo,"('-1', 'Magadga', 'Democratic Republic Of The Congo')",1,,,
631,-1,Magadini,Tanzania,"('-1', 'Magadini', 'Tanzania')",1,,,
632,-1,Magalaneng,South Africa,"('-1', 'Magalaneng', 'South Africa')",1,,,
633,-1,Magondzwane,Mozambique,"('-1', 'Magondzwane', 'Mozambique')",1,,,
634,-1,Magone,Ghana,"('-1', 'Magone', 'Ghana')",1,,,
635,-1,Magudu,Mozambique,"('-1', 'Magudu', 'Mozambique')",1,,,
636,-1,Magwegwe,Zimbabwe,"('-1', 'Magwegwe', 'Zimbabwe')",1,,,
637,-1,Majaga,Democratic Republic Of The Congo,"('-1', 'Majaga', 'Democratic Republic Of The Congo')",1,,,
638,-1,Majimbo,Kenya,"('-1', 'Majimbo', 'Kenya')",1,,,
639,-1,Makhandeni,Zimbabwe,"('-1', 'Makhandeni', 'Zimbabwe')",1,,,
640,-1,Makunga,Kenya,"('-1', 'Makunga', 'Kenya')",1,,,
641,-1,Makuyu,Kenya,"('-1', 'Makuyu', 'Kenya')",2,,,
642,-1,Malaba,Kenya,"('-1', 'Malaba', 'Kenya')",1,,,
643,-1,Malakal,South Sudan,"('-1', 'Malakal', 'South Sudan')",1,,,
644,-1,Malava,Kenya,"('-1', 'Malava', 'Kenya')",1,,,
645,-1,Malavi,Niger,"('-1', 'Malavi', 'Niger')",1,,,
646,-1,Mamabolo,South Africa,"('-1', 'Mamabolo', 'South Africa')",1,,,
647,-1,Mamaolo,South Africa,"('-1', 'Mamaolo', 'South Africa')",1,,,
648,-1,Mamelodi,South Africa,"('-1', 'Mamelodi', 'South Africa')",1,,,
649,-1,Mampong,Ghana,"('-1', 'Mampong', 'Ghana')",2,,,
650,-1,Mampongten,Ghana,"('-1', 'Mampongten', 'Ghana')",1,,,
651,-1,Mang,Kenya,"('-1', 'Mang', 'Kenya')",2,,,
652,-1,Mango,Togo,"('-1', 'Mango', 'Togo')",1,,,
653,-1,Mangweni,South Africa,"('-1', 'Mangweni', 'South Africa')",1,,,
654,-1,Mankesim,Ghana,"('-1', 'Mankesim', 'Ghana')",1,,,
655,-1,Manyatta,Kenya,"('-1', 'Manyatta', 'Kenya')",1,,,
656,-1,Manyisa,Mozambique,"('-1', 'Manyisa', 'Mozambique')",1,,,
657,-1,Maphanga,South Africa,"('-1', 'Maphanga', 'South Africa')",1,,,
658,-1,Maphumulo,South Africa,"('-1', 'Maphumulo', 'South Africa')",1,,,
659,-1,Mapotsoe,Lesotho,"('-1', 'Mapotsoe', 'Lesotho')",1,,,
660,-1,Maputo,Mozambique,"('-1', 'Maputo', 'Mozambique')",2,,,
661,-1,Marachi,Kenya,"('-1', 'Marachi', 'Kenya')",1,,,
662,-1,Maragweni,Mozambique,"('-1', 'Maragweni', 'Mozambique')",1,,,
663,-1,Maramvya,Burundi,"('-1', 'Maramvya', 'Burundi')",1,,,
664,-1,Marial Bai,South Sudan,"('-1', 'Marial Bai', 'South Sudan')",1,,,
665,-1,Marracunne,Mozambique,"('-1', 'Marracunne', 'Mozambique')",1,,,
666,-1,Marula,Zimbabwe,"('-1', 'Marula', 'Zimbabwe')",1,,,
667,-1,Masafu,Uganda,"('-1', 'Masafu', 'Uganda')",1,,,
668,-1,Masaka In Bimbila,Ghana,"('-1', 'Masaka In Bimbila', 'Ghana')",1,,,
669,-1,Maseno,Kenya,"('-1', 'Maseno', 'Kenya')",1,,,
670,-1,Maseru,Lesotho,"('-1', 'Maseru', 'Lesotho')",1,,,
671,-1,Mashamba,South Africa,"('-1', 'Mashamba', 'South Africa')",1,,,
672,-1,Mashashane,South Africa,"('-1', 'Mashashane', 'South Africa')",1,,,
673,-1,Mashinari,Kenya,"('-1', 'Mashinari', 'Kenya')",1,,,
674,-1,Masinga,Kenya,"('-1', 'Masinga', 'Kenya')",1,,,
675,-1,Masisi,Democratic Republic Of The Congo,"('-1', 'Masisi', 'Democratic Republic Of The Congo')",1,,,
676,-1,Masogo,Kenya,"('-1', 'Masogo', 'Kenya')",1,,,
677,-1,Mason Keyakro,Ghana,"('-1', 'Mason Keyakro', 'Ghana')",1,,,
678,-1,Masosa,Kenya,"('-1', 'Masosa', 'Kenya')",1,,,
679,-1,Matadi,Democratic Republic Of The Congo,"('-1', 'Matadi', 'Democratic Republic Of The Congo')",1,,,
680,-1,Matatiele,South Africa,"('-1', 'Matatiele', 'South Africa')",1,,,
681,-1,Matayos,Kenya,"('-1', 'Matayos', 'Kenya')",1,,,
682,-1,Matengwa,Zambia,"('-1', 'Matengwa', 'Zambia')",1,,,
683,-1,Mathabatha,South Africa,"('-1', 'Mathabatha', 'South Africa')",2,,,
684,-1,Mathibestard,South Africa,"('-1', 'Mathibestard', 'South Africa')",1,,,
685,-1,Matinyani,Kenya,"('-1', 'Matinyani', 'Kenya')",1,,,
686,-1,Matola,Mozambique,"('-1', 'Matola', 'Mozambique')",3,,,
687,-1,Matopo,Zimbabwe,"('-1', 'Matopo', 'Zimbabwe')",2,,,
688,-1,Matsulu,South Africa,"('-1', 'Matsulu', 'South Africa')",1,,,
689,-1,Matunda,Kenya,"('-1', 'Matunda', 'Kenya')",1,,,
690,-1,Matungu,Kenya,"('-1', 'Matungu', 'Kenya')",1,,,
691,-1,Matuu,Kenya,"('-1', 'Matuu', 'Kenya')",1,,,
692,-1,Mauluma,South Africa,"('-1', 'Mauluma', 'South Africa')",1,,,
693,-1,Mavhunga,South Africa,"('-1', 'Mavhunga', 'South Africa')",1,,,
694,-1,Maxakenea,Mozambique,"('-1', 'Maxakenea', 'Mozambique')",1,,,
695,-1,Mayenje,Kenya,"('-1', 'Mayenje', 'Kenya')",1,,,
696,-1,Mbale,Uganda,"('-1', 'Mbale', 'Uganda')",2,,,
697,-1,Mbooni,Kenya,"('-1', 'Mbooni', 'Kenya')",2,,,
698,-1,Mbumbo,Uganda,"('-1', 'Mbumbo', 'Uganda')",1,,,
699,-1,Mbuyuni,Tanzania,"('-1', 'Mbuyuni', 'Tanzania')",2,,,
700,-1,Meadowlands,South Africa,"('-1', 'Meadowlands', 'South Africa')",1,,,
701,-1,Medina,Ghana,"('-1', 'Medina', 'Ghana')",4,,,
702,-1,Mfongomfongo,South Africa,"('-1', 'Mfongomfongo', 'South Africa')",1,,,
703,-1,Mgadi,South Africa,"('-1', 'Mgadi', 'South Africa')",1,,,
704,-1,Mganda,Uganda,"('-1', 'Mganda', 'Uganda')",1,,,
705,-1,Mganwinwi,Zimbabwe,"('-1', 'Mganwinwi', 'Zimbabwe')",1,,,
706,-1,Mhlava,South Africa,"('-1', 'Mhlava', 'South Africa')",1,,,
707,-1,Mibunda,Democratic Republic Of Congo,"('-1', 'Mibunda', 'Democratic Republic Of Congo')",1,,,
708,-1,Michatha,Kenya,"('-1', 'Michatha', 'Kenya')",1,,,
709,-1,Migosi,Kenya,"('-1', 'Migosi', 'Kenya')",1,,,
710,-1,Miguani-Kitui,Kenya,"('-1', 'Miguani-Kitui', 'Kenya')",1,,,
711,-1,Mikai,Kenya,"('-1', 'Mikai', 'Kenya')",1,,,
712,-1,Milembwe,Democratic Republic Of The Congo,"('-1', 'Milembwe', 'Democratic Republic Of The Congo')",1,,,
713,-1,Milimba,Democratic Republic Of The Congo,"('-1', 'Milimba', 'Democratic Republic Of The Congo')",1,,,
714,-1,Minembwa,Democratic Republic Of The Congo,"('-1', 'Minembwa', 'Democratic Republic Of The Congo')",1,,,
715,-1,Minembwe,Congo-Brazzaville,"('-1', 'Minembwe', 'Congo-Brazzaville')",2,,,
