Q100,nearNeighbor,Q103,Q100a,neighborhood,city,lat,lon,UNWPP_joined,Count
Ngungu,Goma,Democratic Republic Of The Congo,Village,Ongata Rongai,Nairobi,14.6477222,-4.9476111,49,1
Ngurweini,Thika,Kenya,Village,Kayole,Nairobi,37.077523,-1.036648,4206,1
Niamey,Naimey,Niger,City,Old Fadama,Accra,2.109823,13.524834,3747,1
Niamey,Yantala,Niger,City,Old Fadama,Accra,2.109823,13.524834,3747,1
Nike,Enugu,Nigeria,Town,James Town,Accra,7.53732558,6.5610775,1172,1
Nima,Newtown,Ghana,Town,Madina,Accra,-0.1987685,5.5820252,14940,1
Nima,Nima,Ghana,City,Madina,Accra,-0.1987685,5.5820252,14940,1
Njoro,Nakuru,Kenya,Town,Ongata Rongai,Nairobi,37.696229,-3.4094938,479,1
Njube,Bulawayo,Zimbabwe,Town,Diepsloot,Johannesburg,28.5306079,-20.135463,1683,1
Nkambako,Tzaneen,South Africa,Town,Diepsloot,Johannesburg,30.1611111,-23.8319444,643,1
Nkandla,Nkadla,South Africa,Village,Berea,Johannesburg,31.090556,-28.62,653,1
Nkandla,Nkandla,South Africa,Village,Katlehong,Johannesburg,31.090556,-28.62,653,1
Nkayi,Bulawayo,Zimbabwe,Village,Diepsloot,Johannesburg,28.896946,-19.0099744,26,1
Nkongsamba,Bangou,Cameroon,City,Berea,Johannesburg,10.06594843,4.9314698,5,1
Nkubu,Meru,Kenya,Village,Kayole,Nairobi,37.6500063,0.0499786,1729,1
Nkurakan,Koforidua,Ghana,Town,Old Fadama,Accra,-0.2126792,6.1264003,154,1
Nkwakwa,Koforidua,Ghana,Village,Madina,Accra,-0.2614572,6.100334,1506,1
Nkwanta,Ho,Ghana,Village,Madina,Accra,0.52143,8.262696,50,1
Nkwanta,Kpasa,Ghana,Town,Old Fadama,Accra,0.52143,8.262696,50,1
Nkwatia,Nkawkaw,Ghana,Town,James Town,Accra,-0.769811,6.552795,110,1
Nkwizhu,Tsholotsho,Zimbabwe,Village,Diepsloot,Johannesburg,27.28612997,-19.6417952,19,1
Nngongoma,Nongoma,South Africa,Town,Katlehong,Johannesburg,31.74466209,-27.9063801,66,1
Nondweni,Nquthu,South Africa,Town,Katlehong,Johannesburg,30.5655556,-28.2319444,758,1
Noordgesig,Johannesburg,South Africa,Town,Berea,Johannesburg,28.049722,-26.205,24049,1
Notse,Kpalime,Togo,Village,Old Fadama,Accra,0.6323982,6.9106565,317,1
Nquthu,Durban,South Africa,Village,Katlehong,Johannesburg,30.5655556,-28.2319444,758,1
Nquthu,Vryheid,South Africa,Village,Katlehong,Johannesburg,30.5655556,-28.2319444,758,1
Nqutu,Dundee,South Africa,Village,Katlehong,Johannesburg,30.6733333,-28.2166667,2127,1
Nqutu,New Castle,South Africa,Village,Katlehong,Johannesburg,30.6733333,-28.2166667,2127,1
Nrobo,Enugu,Nigeria,Village,Old Fadama,Accra,7.2782,6.8398,298,1
Nsawam,Accra,Ghana,Town,Madina,Accra,-0.345786,5.814382,298,1
Nsawam,Koforidua,Ghana,Town,Madina,Accra,-0.345786,5.814382,298,1
Nsawam,Nsawam,Ghana,City,James Town,Accra,-0.345786,5.814382,298,1
Nsuta-Bediako,Mampong,Ghana,Town,Madina,Accra,-1.40425,7.056139,149,1
Ntabazinduna,Bulawayo,Zimbabwe,Village,Diepsloot,Johannesburg,28.8517367,-20.0387193,19,1
Nthabalala,Elim,South Africa,Village,Diepsloot,Johannesburg,29.906665,-23.038326,1129,1
Nthabalala,Louistrichadt,South Africa,Village,Berea,Johannesburg,29.906665,-23.038326,1129,1
Nthonzweni,Makueni,Kenya,Village,Ongata Rongai,Nairobi,37.87717148,-2.25709305,112,1
Nubian,Khartoum,Sudan,Village,Kawangware,Nairobi,34.8714636,21.4553055,3,1
Nundu,Uvira,Congo-Brazzaville,Village,Kayole,Nairobi,29.0954384,-3.8195692,#N/A,1
Nungua,Teshie,Ghana,Town,Madina,Accra,-0.0796664,5.6017661,7779,1
Nuskka,Enugu,Nigeria,Town,Madina,Accra,7.4143061,6.5536094,361,1
Nwangele,Owerri,Nigeria,Town,Old Fadama,Accra,7.0341973,5.489736,5343,1
Nxabeni (Msinga),Msinga,South Africa,City,Katlehong,Johannesburg,30.5033,-28.7008,83,1
Nyacheki,Kisii,Kenya,Village,Kayole,Nairobi,34.75398551,-0.73894255,797,1
Nyahera,Kisumu,Kenya,Village,Kayole,Nairobi,34.71305305,-0.0344685,712,1
Nyakach,Kisumu,Kenya,Town,Kawangware,Nairobi,34.7541761,-0.1029109,1919,1
Nyakaura,Muranga,Kenya,Village,Kawangware,Nairobi,37.1575858,-0.7236564,1455,1
Nyakisozi,Uvira,Congo-Brazzaville,Village,Ongata Rongai,Nairobi,29.00714089,-3.1982504,#N/A,1
Nyakwathi,Kwekwe,Zimbabwe,Village,Berea,Johannesburg,29.8140035,-18.9284366,1509,1
Nyamira,Nyamira,Kenya,Village,Kawangware,Nairobi,34.9341308,-0.65225405,1075,1
Nyamira,Sondu,Kenya,Village,Kawangware,Nairobi,34.9341308,-0.65225405,1075,1
Nyandarua,Orukarau,Kenya,Village,Ongata Rongai,Nairobi,36.49776838,-0.39155345,187,1
Nyandit,Akobo,South Sudan,Village,Ongata Rongai,Nairobi,33.0029396,7.7929337,19,1
Nyangoge,Nyamira,Kenya,Village,Kawangware,Nairobi,34.9341308,-0.65225405,1075,1
Nyankpala,Tamale,Ghana,Town,Old Fadama,Accra,-0.981456,9.400463,30,2
Nyaribari,Kisii,Kenya,Village,Kawangware,Nairobi,34.92778392,-0.8375754,723,1
Nyaribari Chache,Kisii,Kenya,Village,Kayole,Nairobi,34.75398551,-0.73894255,1084,1
Nyatike Village,Migori Town,Kenya,Village,Kawangware,Nairobi,34.4666,-1.0666,2330,1
Nyegiti,Kisii,Kenya,Village,Kayole,Nairobi,34.75398551,-0.73894255,1084,1
Obiogo,Orlu,Nigeria,Village,Old Fadama,Accra,7.2,5.8,1223,1
Obo,Kwahu,Ghana,City,James Town,Accra,-0.728456088,6.49118255,215,1
Obomeng,Mpraeso,Ghana,Town,James Town,Accra,-0.7582911,6.5948634,109,1
Obrakyere,Bawjiase,Ghana,Village,James Town,Accra,-0.2012376,5.5571096,14940,1
Oda,Agona Swedru,Ghana,Town,James Town,Accra,-0.9940339,5.8495069,271,1
Odumase,Koforidua,Ghana,Village,James Town,Accra,-2.3125567,7.3682977,103,1
Odumase Krobo,Koforidua,Ghana,Town,Old Fadama,Accra,0.018957771,6.1518553,300,1
Odumase Krobo,Somanya,Ghana,Town,Madina,Accra,0.018957771,6.1518553,300,1
Odumase-Krobo,Somanya,Ghana,Town,Madina,Accra,-0.01483,6.104821,154,1
Offa,Illorin,Nigeria,Town,James Town,Accra,4.7227435,8.1560008,1293,1
Offa,Ilorin,Nigeria,Town,Madina,Accra,4.7227435,8.1560008,1293,1
Offinso,Kumasi,Ghana,Town,Madina,Accra,-1.6671002,6.9313793,138,1
Ogembo,Kisii,Kenya,Village,Ongata Rongai,Nairobi,34.725029,-0.799565,1572,1
Ogui,Enugu,Nigeria,Town,James Town,Accra,7.501773011,6.4469155,2144,1
Ojodu,Lagos,Nigeria,Town,Old Fadama,Accra,3.369914,6.638598,12239,1
Okaria,Aba,Nigeria,Village,Madina,Accra,8.347011,6.289885,389,1
Ol Joroko,Ol Kalou,Kenya,Village,Ongata Rongai,Nairobi,36.378065,-0.2672966,254,1
Old Fadama,Accra,Ghana,Town,Old Fadama,Accra,-0.2225216,5.5488671,14940,16
Old Fadama,Adabaraka,Ghana,Town,Old Fadama,Accra,-0.2225216,5.5488671,14940,1
Old Fadama,Circle,Ghana,Town,Old Fadama,Accra,-0.2225216,5.5488671,14940,1
Old Fadama,Kaneshie,Ghana,City,Old Fadama,Accra,-0.2225216,5.5488671,14940,2
Old Fadama,Kaneshie,Ghana,Town,Old Fadama,Accra,-0.2225216,5.5488671,14940,4
Old Fadama,Old Fadama,Ghana,City,Old Fadama,Accra,-0.2225216,5.5488671,14940,2
Old Lobengula,Old Lobengula Zimbabwe,Zimbabwe,City,Berea,Johannesburg,31.2127537,-17.8788251,1834,1
Ongata Rongai,Nairobi,Kenya,Town,Ongata Rongai,Nairobi,36.7520106,-1.395968,12315,1
Ongata Rongai,Ongata Rongai,Kenya,City,Ongata Rongai,Nairobi,36.7520106,-1.395968,12315,1
Ongata Rongai Kware,Nairobi,Kenya,Village,Ongata Rongai,Nairobi,36.8172449,-1.2832533,5332,1
Onitsha,Anambra,Nigeria,Town,Madina,Accra,6.8019088,6.1461619,1396,1
Opapo,Rongo,Kenya,Village,Kawangware,Nairobi,36.85499355,-1.2632355,54336,1
Orafite,Nnewi,Nigeria,Village,Old Fadama,Accra,6.917181,6.019531,2580,1
Orlu,Owari,Nigeria,Town,Madina,Accra,7.04093222,5.8179105,1605,1
Oromo,Mekanisa,Ethiopia,City,Kawangware,Nairobi,38.7305307,8.9719137,7565,1
Oruba,Migori,Kenya,Village,Kawangware,Nairobi,34.30964322,-1.0211616,262,1
Oshieng,Mbalala,Uganda,Town,Kawangware,Nairobi,32.816667,0.366667,594,1
Oshu,Ife,Nigeria,Village,Old Fadama,Accra,4.616667,7.583333,173,1
Osizweni,Emadadeni,South Africa,Village,Berea,Johannesburg,30.129167,-27.786944,4345,1
Othaya-Nyeri,Nairobi,Kenya,City,Kayole,Nairobi,36.8172449,-1.2832533,5332,1
Otublohum,Amusing Naa,Ghana,Town,James Town,Accra,-0.2206505,5.5818904,14940,1
Oukasi,Brits,South Africa,Town,Diepsloot,Johannesburg,27.7841667,-25.6297222,2145,1
Owerri,Amawom,Nigeria,City,Madina,Accra,7.0341973,5.489736,5343,1
Oworonshiki,Lagos,Nigeria,Town,James Town,Accra,3.3941795,6.4550575,7403,1
Oyugjs,Oyugis,Kenya,Town,Kawangware,Nairobi,34.734576,-0.509908,1666,1
Palma,Beira,Mozambique,Village,Berea,Johannesburg,40.29186699,-10.8591634,30,1
Palmtree,Bulawayo,Zimbabwe,Village,Berea,Johannesburg,28.5887063,-20.1560599,1683,1
Parakou,Parakou,Benin,City,Old Fadama,Accra,2.6278258,9.3400159,717,1
Parakou,Port-Novo,Benin,Town,James Town,Accra,2.6278258,9.3400159,717,1
Parambo,Yeji,Ghana,Town,James Town,Accra,-0.8423986,9.4051992,544,1
Park Mall,Sandton,South Africa,Town,Diepsloot,Johannesburg,28.0479844,-26.0682406,2160,1
Phokeng,Phokeng Sa,South Africa,City,Berea,Johannesburg,27.156484,-25.575404,2671,1
Piet Retief,Piet Retief,South Africa,Village,Diepsloot,Johannesburg,30.807778,-27.006667,1650,1
Plam Tree,Bulawayo,Zimbabwe,Village,Berea,Johannesburg,28.5887063,-20.1560599,1683,1
Plamtree,Bulawayo,Zimbabwe,Village,Berea,Johannesburg,28.5887063,-20.1560599,1683,1
Plumtree,Bulawayo And Harare,Zimbabwe,Village,Diepsloot,Johannesburg,27.805601,-20.4880677,88,1
Plumtree,Plamtree,Zimbabwe,City,Diepsloot,Johannesburg,27.805601,-20.4880677,88,1
Plumtree,Plamtry,Zimbabwe,Village,Diepsloot,Johannesburg,27.805601,-20.4880677,88,1
Polokwane,Lebowakgomo,South Africa,Village,Katlehong,Johannesburg,29.4613889,-23.9058333,3273,1
Port Victoria,Busia,Kenya,Village,Kayole,Nairobi,34.26479521,0.3712048,625,1
Port-Shepstone,Durban,South Africa,Town,Berea,Johannesburg,30.450556,-30.742778,961,1
Portbunyala,Busia,Kenya,Village,Kayole,Nairobi,34.26479521,0.3712048,625,1
Primerio De Maio,Maputo,Mozambique,Town,Katlehong,Johannesburg,32.56745,-25.966213,7767,1
Rabuor,Migori,Kenya,Village,Kawangware,Nairobi,34.30964322,-1.0211616,2305,1
Ramba,Siaya,Kenya,Village,Ongata Rongai,Nairobi,34.30649918,0.05568105,1311,1
Ramkonopi,"Germison, (Katlehong)",South Africa,Town,Katlehong,Johannesburg,28.180556,-26.229444,4204,1
Ramkonopi,"Ramokonope At Katlehong, Ramekonopi West",South Africa,City,Katlehong,Johannesburg,28.180556,-26.229444,4204,1
Ramunde,Ugunja,Kenya,Village,Kawangware,Nairobi,34.2964709,0.1811616,702,1
Ratiti,Nyamira,Kenya,Town,Ongata Rongai,Nairobi,36.8172449,-1.2832533,5332,1
Refontein,Queenstown,South Africa,Village,Katlehong,Johannesburg,26.8776814,-31.892843,2266,1
Remera,Bukavu,Democratic Republic Of The Congo,Village,Ongata Rongai,Nairobi,28.8336436,-2.51039075,13044,1
Rinya,Awendo,Kenya,Village,Kawangware,Nairobi,34.53172,-0.9079812,869,1
Riverside,Riverside,South Africa,City,Diepsloot,Johannesburg,31.0166667,-29.8033333,3002,1
Rochu,"Murang""A",Kenya,Village,Kawangware,Nairobi,37.00486125,-0.83091505,#N/A,1
Rochu,Muranga,Kenya,Town,Kawangware,Nairobi,37.1575858,-0.7236564,1455,1
Romeni,Polokwane,South Africa,Village,Diepsloot,Johannesburg,29.3959199,-23.4735288,1,1
Rongai,Maasai Lodge,Kenya,City,Ongata Rongai,Nairobi,36.7520106,-1.395968,12315,1
Rongai,Nairobi,Kenya,Town,Ongata Rongai,Nairobi,36.7520106,-1.395968,12315,1
Rongai,Rongai,Kenya,City,Ongata Rongai,Nairobi,36.7520106,-1.395968,12315,1
Rongo,Migori,Kenya,Town,Kayole,Nairobi,34.6036442,-0.7576606,1383,1
Rossetten Extension,Johannesburg,South Africa,Town,Berea,Johannesburg,28.049722,-26.205,24049,1
Ruathia,Kangema,Kenya,Village,Kayole,Nairobi,36.9642477,-0.6847865,966,1
Ruchuru,Goma,Democratic Republic Of The Congo,Village,Kawangware,Nairobi,29.225652,-1.6665685,4680,1
Rugezi,Minembwe,Democratic Republic Of The Congo,Village,Ongata Rongai,Nairobi,28.63295272,-4.1408268,46,2
Rugezifiz,Kuvira,Congo-Brazzaville,Village,Ongata Rongai,Nairobi,-1.5500434,39.1614829,#N/A,1
Ruiru,Kiambu,Kenya,Town,Kayole,Nairobi,36.9604486,-1.1472712,3782,1
Rumgemgabara,Musanze,Rwanda,Village,Kayole,Nairobi,29.56817397,-1.4741392,1094,1
Runyenjes,Embu,Kenya,Village,Ongata Rongai,Nairobi,37.5559212,-0.4509411,1151,1
Rurambo,Bukavu,Democratic Republic Of The Congo,Village,Kayole,Nairobi,28.8336436,-2.51039075,13044,1
Rurambo,Uvira,Democratic Republic Of The Congo,Village,Ongata Rongai,Nairobi,28.8336436,-2.51039075,13044,1
Rurambu,Bukavu,Congo-Brazzaville,Village,Ongata Rongai,Nairobi,28.8336436,-2.51039075,#N/A,1
Sabatia,Kakamega,Kenya,Village,Kawangware,Nairobi,34.5243436,0.2295824,1150,1
Sabegu,Tolon,Ghana,Village,Old Fadama,Accra,-1.0665974,9.4324676,30,1
Sagana,Sagana,Kenya,Village,Kawangware,Nairobi,37.208151,-0.666531,603,1
Sakasaka,Tamale,Ghana,Town,James Town,Accra,-0.8398619,9.414167,544,1
Sakasaka,Tamale,Ghana,Village,Old Fadama,Accra,-0.8398619,9.414167,544,1
Salama,Salama,Kenya,Town,Ongata Rongai,Nairobi,37.2638132,-1.8512207,92,1
Salama- Makueni,Makueni,Kenya,Village,Kayole,Nairobi,37.87717148,-2.25709305,112,1
Saltpond,Mankessim,Ghana,Town,Madina,Accra,-1.057419,5.203008,410,1
Samad,Addis Ababa,Ethiopia,Town,Katlehong,Johannesburg,38.7612525,9.0107934,21068,1
Samsam,Accra,Ghana,Town,Madina,Accra,-0.2012376,5.5571096,14940,1
Sandema,Bolgatanga,Ghana,Town,Old Fadama,Accra,-1.2867192,10.7353788,51,1
Sandema,Navorongo,Ghana,Town,Madina,Accra,-1.2867192,10.7353788,51,1
Sandlwane,Nquthu,South Africa,Village,Katlehong,Johannesburg,30.5655556,-28.2319444,758,1
Sansanhausa,Niamey,Niger,Village,Old Fadama,Accra,2.109823,13.524834,3747,1
Sapele,Benin City,Nigeria,Town,Old Fadama,Accra,5.660127976,5.83156395,590,1
Savalugu,Tamale,Ghana,Village,Old Fadama,Accra,-0.8423986,9.4051992,544,1
Savelugu,Bolgatanga,Ghana,Town,Old Fadama,Accra,-0.8258943,9.6260647,105,1
Savelugu,Tamale,Ghana,Town,Old Fadama,Accra,-0.8258943,9.6260647,105,3
Savelugu,Tamale,Ghana,Village,Old Fadama,Accra,-0.8258943,9.6260647,105,1
Saviope,Anfuega,Ghana,Village,James Town,Accra,0.4688932,6.6126598,364,1
Secunda,Secunda,South Africa,Village,Katlehong,Johannesburg,29.202778,-26.516111,2515,1
Sefwi Wioso,Bekwai,Ghana,Town,James Town,Accra,-1.5837496,6.456707,371,1
Sega,Siaya,Kenya,Village,Ongata Rongai,Nairobi,34.2258,0.2558,600,1
Semonkong,Thaba Tseka,Lesotho,Village,Berea,Johannesburg,28.0511299,-29.8399715,34,1
Sesambo,Lira City,Uganda,Village,Berea,Johannesburg,32.844188,2.2558708,560,1
Severe,Mopti,Mali,Town,James Town,Accra,-3.64645806,14.514489,35,1
Sgoga,Matatiele,South Africa,Village,Katlehong,Johannesburg,28.811944,-30.341667,731,3
Shabwali,Kakamega,Kenya,Village,Kawangware,Nairobi,34.8377354,0.2391004,878,1
Shamankulu,Bashia,Mozambique,Town,Katlehong,Johannesburg,32.56745,-25.966213,7767,1
Shambere,Kakamega,Kenya,Village,Kawangware,Nairobi,34.80154886,0.4957104,509,1
Shati,Shokwe,Mozambique,Village,Berea,Johannesburg,32.56745,-25.966213,7767,1
Shati,Shokwe,Mozambique,Village,Diepsloot,Johannesburg,32.56745,-25.966213,7767,1
Shingangwe,Maputo,Mozambique,Village,Katlehong,Johannesburg,32.56745,-25.966213,7767,1
Shinyalu,Kakamega,Kenya,Village,Kawangware,Nairobi,34.8158512,0.2268992,1135,1
Shisembe Shinyalu,Kakamega,Kenya,Village,Kawangware,Nairobi,34.80154886,0.4957104,509,1
Shitinji,Kakamenga,Kenya,Village,Kawangware,Nairobi,34.80154886,0.4957104,509,1
Shitoli,Kakamega,Kenya,Town,Kawangware,Nairobi,34.80154886,0.4957104,509,1
Shokwe,Maputo,Mozambique,Village,Katlehong,Johannesburg,32.56745,-25.966213,7767,2
Shokwe,Xai Xai,Mozambique,Town,Diepsloot,Johannesburg,32.56745,-25.966213,7767,1
Showe,Kranskop,South Africa,Village,Diepsloot,Johannesburg,28.4269685,-26.3652067,35,1
Shunguini,Kawangware,Kenya,Town,Kawangware,Nairobi,36.751643,-1.2784631,42274,1
Shurukwe,Gwere,Zimbabwe,Village,Katlehong,Johannesburg,29.8205953,-19.4616316,1136,1
Sidikivu,Uvira,Democratic Republic Of The Congo,Village,Kayole,Nairobi,15.3125974,-4.3217055,44622,1
Sigomre,Siaya,Kenya,Village,Kayole,Nairobi,34.20013501,-0.06040135,158,1
Silom,Thohoyandou,South Africa,Village,Diepsloot,Johannesburg,30.4596582,-22.9676429,737,1
Singida,Tanga,Tanzania,Village,Kawangware,Nairobi,34.97433134,-4.7254268,171,1
Sirende,Trans Nzoia,Kenya,Village,Ongata Rongai,Nairobi,34.97904397,1.04545825,1935,1
Sirisia,Bungoma,Kenya,Village,Kayole,Nairobi,34.2827986,0.2341836,344,1
Sironko,Mbale,Uganda,Village,Kawangware,Nairobi,38.3802196,-3.4002674,#N/A,1
Siyandhani,Giyani,South Africa,Village,Katlehong,Johannesburg,30.725556,-23.315278,3356,1
Slaha Market,Jamestown,Ghana,City,James Town,Accra,-0.2103637,5.5357966,14940,1
Sokode,Atakpame,Togo,Town,Old Fadama,Accra,1.135785161,8.98741755,90,1
Sokode,Kpangalam,Togo,City,Madina,Accra,1.135785161,8.98741755,90,1
Sokode,Lome,Togo,Town,Madina,Accra,1.135785161,8.98741755,90,1
Sokode,Tchaoudjo,Togo,City,Old Fadama,Accra,1.135785161,8.98741755,90,1
Somanya,Koforidua,Ghana,Town,Madina,Accra,-0.01483,6.104821,154,1
Somanya,Koforidua,Ghana,Town,Old Fadama,Accra,-0.01483,6.104821,154,2
Somanya,Odumase,Ghana,Town,Madina,Accra,-0.01483,6.104821,154,1
Sonsoni,Niamey,Niger,Village,James Town,Accra,2.109823,13.524834,3747,1
Sorna,Niame,Niger,Village,James Town,Accra,2.109823,13.524834,3747,1
Soshanguve,Pretoria,South Africa,Town,Berea,Johannesburg,28.0994444,-25.5263889,4381,1
Soshi,Harare,Zimbabwe,Town,Katlehong,Johannesburg,31.045686,-17.831773,3201,1
Soud Kiku,Bukavu,Democratic Republic Of The Congo,Village,Kayole,Nairobi,28.8336436,-2.51039075,13044,1
Soweto,Dlamini,South Africa,City,Diepsloot,Johannesburg,27.89,-26.2227778,16429,1
Soweto,Johannesburg,South Africa,Town,Berea,Johannesburg,27.89,-26.2227778,16429,2
Soweto,Johannesburg,South Africa,Town,Diepsloot,Johannesburg,27.89,-26.2227778,16429,1
Soweto,Johannesburg,South Africa,Town,Katlehong,Johannesburg,27.89,-26.2227778,16429,1
Spring'S,Germiston,South Africa,Town,Katlehong,Johannesburg,28.180556,-26.229444,4204,1
Sreko,"Bolga, In Bolgatanga",Ghana,Town,James Town,Accra,-0.8487322,10.7853963,295,1
Srikor,Bolgatanga,Ghana,Village,Madina,Accra,-0.8487322,10.7853963,295,1
Suna Migori,Migori,Kenya,Village,Kawangware,Nairobi,34.30964322,-1.0211616,262,1
Sunyani,Yamfo,Ghana,City,Madina,Accra,-2.3309226,7.3384389,193,1
Surelere,Lagos,Nigeria,Town,Madina,Accra,3.3941795,6.4550575,7403,1
Suswa,Narok,Kenya,Village,Ongata Rongai,Nairobi,36.3334904,-1.0494935,62,1
Tabaka,Kisii,Kenya,Village,Kawangware,Nairobi,34.75398551,-0.73894255,1296,1
Tabaka,Ogembo,Kenya,Village,Kayole,Nairobi,34.725029,-0.799565,1296,1
Takoradi,Sekondi,Ghana,Town,Madina,Accra,-1.7519316,4.887401,4328,3
Takoradi,Windy Ridge~ Takoradi,Ghana,City,Madina,Accra,-1.7519316,4.887401,4328,1
Tala-Kagundo,Machakos,Kenya,Village,Kayole,Nairobi,37.39526976,-1.27900465,536,1
Talensi,Bolgatanga,Ghana,Village,James Town,Accra,-0.625874432,10.64510575,94,1
Tamale,Bawah Barracks,Ghana,City,Old Fadama,Accra,-0.8423986,9.4051992,544,1
Tamale,Tamale Barracks,Ghana,City,Madina,Accra,-0.8423986,9.4051992,544,1
Tamale,Vittin~ Tamale,Ghana,City,Old Fadama,Accra,-0.8423986,9.4051992,544,1
Tamale,Zogbiele~ Tamale,Ghana,City,Old Fadama,Accra,-0.8423986,9.4051992,544,1
Tampouy,Ouagadougou,Burkina Faso,Village,Old Fadama,Accra,-1.5769251,12.3898683,6674,1
Tarkwa,Takoradi,Ghana,Town,Madina,Accra,-1.6360992,6.7250359,13614,1
Tchalo,Sokode,Togo,Village,Old Fadama,Accra,0.4133276,6.5740764,90,1
Tebesi,Migori,Kenya,Village,Kawangware,Nairobi,34.30964322,-1.0211616,262,1
Tegbi,Alakple,Ghana,Town,Madina,Accra,0.9733691,5.8536655,297,1
Tegbi,Keta,Ghana,Town,Madina,Accra,0.9733691,5.8536655,297,1
Tehaoudjo,Sokode,Togo,Village,Old Fadama,Accra,1.135785161,8.98741755,90,1
Tema,Tema,Ghana,Town,Berea,Johannesburg,-0.0096592,5.6596441,2365,1
Tembisa,Tembisa,South Africa,City,Berea,Johannesburg,28.2014478,-26.0221753,13322,1
Teshie,La,Ghana,Town,James Town,Accra,-0.1135104,5.5822343,7779,1
Teso South,Busia,Kenya,Village,Kawangware,Nairobi,34.26479521,0.3712048,625,1
Thaba Busiu,Maseru,Lesotho,Village,Diepsloot,Johannesburg,27.478222,-29.310054,1687,1
Thaba_Tseka,Maseru,Lesotho,Village,Berea,Johannesburg,27.478222,-29.310054,1687,1
Thababosiu,Maseru,Lesotho,Town,Diepsloot,Johannesburg,27.478222,-29.310054,1687,1
Thabana-Morena,Mafeteng,Lesotho,Village,Diepsloot,Johannesburg,27.2388281,-29.8224468,408,1
Thabanchu,Bloemfontein,South Africa,Village,Berea,Johannesburg,26.8908,-29.2533,0,1
Thaleni,Dutywa,South Africa,Village,Diepsloot,Johannesburg,28.304297,-32.097151,3286,1
Thelezini,Nqutu,South Africa,Village,Katlehong,Johannesburg,30.6602406,-28.1285943,1,1
Thembisa,Johannesburg,South Africa,Town,Diepsloot,Johannesburg,18.5649149,-33.9805475,13800,1
Thembisa,Thembisa,South Africa,City,Diepsloot,Johannesburg,18.5649149,-33.9805475,13800,1
Thlabane,Thlabane,South Africa,City,Berea,Johannesburg,27.241448,-25.665655,1071,1
Thokoza,Alberton,South Africa,Town,Katlehong,Johannesburg,28.7983333,-25.3761111,875,3
Thokoza,Thokoza,South Africa,City,Katlehong,Johannesburg,28.7983333,-25.3761111,875,4
Thokoza,Thokoza Sa,South Africa,City,Berea,Johannesburg,28.7983333,-25.3761111,875,1
Thotu,Mzuzu,Malawi,Village,Berea,Johannesburg,34.0226422,-11.4607518,2005,1
Thotu,Mzuzu,Malawi,Village,Diepsloot,Johannesburg,34.0226422,-11.4607518,2005,1
Thsh,Nelspruit,South Africa,City,Katlehong,Johannesburg,30.984722,-25.481944,2089,1
Tibiri,Maradi,Niger,Village,Madina,Accra,7.0503193,13.5656148,153,1
Tilaberi,Niamey,Niger,Town,James Town,Accra,2.109823,13.524834,3747,1
Tilaberi,Niamey,Niger,Village,James Town,Accra,2.109823,13.524834,3747,1
Tillaberi,Niamey,Niger,Town,Old Fadama,Accra,1.4546006,14.2090125,59,1
Timbou,Cinkase,Togo,Town,James Town,Accra,0.1107676,11.0382687,386,1
Tlhabane,Runsternburg,South Africa,City,Berea,Johannesburg,27.2175,-25.6402778,10583,1
Tlokweng,Runsternburg,South Africa,Village,Berea,Johannesburg,28.049722,-26.205,24049,1
Tloung,Mafikeng,South Africa,Village,Berea,Johannesburg,25.6194388,-25.8813821,1537,1
Todome,Kpalime,Togo,Village,James Town,Accra,0.6323982,6.9106565,317,1
Tolon,Tamale,Ghana,Town,Old Fadama,Accra,-1.0665974,9.4324676,30,1
Tomanini,Chokwe,Mozambique,Town,Berea,Johannesburg,33.0261976,-24.501476,58,1
Tomanini,Tomanini,Mozambique,City,Diepsloot,Johannesburg,33.0261976,-24.501476,58,1
Tondichihio,Bamako,Mali,Village,James Town,Accra,-7.984739136,12.61326555,9964,1
Tonga,Malelane,South Africa,Village,Berea,Johannesburg,31.7867367,-25.6895831,807,1
Tongo,Bolgatanga,Ghana,Town,James Town,Accra,-0.8030292,10.7080154,94,1
Tongwe,Bwembwera,Tanzania,Village,Kawangware,Nairobi,38.7125604,-5.1047068,247,1
Tororo,Tororo,Uganda,Town,Kawangware,Nairobi,34.10268617,0.74074215,689,1
Totsigam,Lome,Togo,Town,James Town,Accra,1.215829,6.130419,9954,1
Truphena,Luanda,Kenya,Village,Kawangware,Nairobi,34.2166,-0.8,171,1
Tsakane,Germiston,South Africa,Town,Berea,Johannesburg,28.3716667,-26.3569444,4406,1
Tshaulu,Thohayandou,South Africa,Village,Diepsloot,Johannesburg,30.4596582,-22.9676429,737,1
Tshaulu,Thohoyandou,South Africa,Village,Diepsloot,Johannesburg,30.4596582,-22.9676429,737,1
Tshianda,Thohoyandou,South Africa,Village,Berea,Johannesburg,30.4596582,-22.9676429,737,1
Tsholosho,Bulawayo,Zimbabwe,Village,Diepsloot,Johannesburg,28.5887063,-20.1560599,1683,1
Tsholosho,Nyamendlovu,Zimbabwe,Village,Diepsloot,Johannesburg,28.5887063,-20.1560599,1683,1
Tshwane,Mamelodi,South Africa,City,Berea,Johannesburg,28.3808295,-25.7158053,10012,1
Tsogu,Tamale,Ghana,Village,Old Fadama,Accra,-0.8423986,9.4051992,544,1
